PlantNo,Width,Age,Temperature,Rain expected in 2 weeks,SoilType,WhiteRoots,PestAttacks,FloweringSeason,Result
No1286,20,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1287,18,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1288,20,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1289,19,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1290,19,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1291,19,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1292,18,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1293,20,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1294,18,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1295,19,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1296,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1297,19,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1298,18,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1299,20,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1300,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1301,18,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1302,18,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1303,19,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1304,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1305,19,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1306,19,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1307,18,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1308,18,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1309,20,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1310,20,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1311,18,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1312,19,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1313,19,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1314,20,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1315,19,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1316,18,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1317,20,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1318,20,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1319,19,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1320,18,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1321,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1322,20,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1323,18,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1324,18,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1325,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1326,19,3,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1327,18,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1328,20,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1329,20,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1330,19,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1331,18,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1332,20,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1333,19,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1334,19,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1335,18,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1336,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1337,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1338,18,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1339,20,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1340,18,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1341,20,3,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1342,20,3,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1343,20,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1344,18,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1345,20,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1346,18,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1347,20,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1348,18,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1349,19,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1350,18,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1351,20,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1352,18,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1353,19,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1354,19,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1355,18,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1356,19,3,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1357,18,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1358,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1359,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1360,18,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1361,18,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1362,18,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1363,19,3,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1364,19,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1365,18,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1366,20,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1367,20,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1368,19,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1369,18,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1370,20,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1371,20,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1372,19,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1373,19,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1374,20,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1375,20,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1376,18,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1377,18,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1378,18,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1379,19,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1380,19,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1381,19,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1382,20,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1383,18,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1384,18,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1385,19,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1386,20,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1387,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1388,19,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1389,19,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1390,18,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1391,18,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1392,18,3,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1393,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1394,18,4,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1395,20,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1396,19,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1397,20,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1398,20,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1399,19,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1400,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1401,18,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1402,20,4,29,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1403,19,2,29,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1404,18,4,29,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1405,18,2,31,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1406,19,4,29,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1407,20,2,32,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1408,18,3,31,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1409,20,4,28,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1410,20,2,31,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1411,18,2,30,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1412,19,4,31,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1413,19,3,28,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1414,19,2,28,No,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1415,20,4,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1416,19,3,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1417,20,3,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1418,20,2,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1419,20,2,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1420,19,4,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1421,18,2,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1422,19,2,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1423,19,2,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1424,18,3,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1425,18,3,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1426,19,3,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1427,18,4,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1428,20,3,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1429,18,3,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1430,19,2,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1431,19,2,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation. Tree is not matured enough
No1432,19,2,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1433,20,4,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1434,20,3,29,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1435,18,4,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1436,18,2,32,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1437,18,4,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1438,19,2,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1439,19,4,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1440,18,3,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1441,18,4,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1442,18,3,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1443,19,3,29,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1444,20,2,29,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1445,18,4,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1446,18,2,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1447,19,3,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1448,18,2,30,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1449,18,2,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1450,19,4,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1451,18,4,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1452,19,2,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1453,18,2,29,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1454,18,4,32,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1455,20,4,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1456,18,4,30,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1457,18,4,30,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1458,19,4,32,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1459,20,3,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1460,18,3,30,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1461,18,3,28,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1462,18,4,31,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1463,18,3,30,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1464,19,4,32,Yes,Reddish-Brown,Yes,No,No,Not ready for inoculation. Tree is not matured enough
No1465,18,2,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1466,19,3,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1467,18,3,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1468,20,2,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1469,20,4,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1470,19,2,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1471,19,2,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1472,20,2,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1473,20,3,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1474,20,3,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1475,18,3,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1476,20,3,32,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1477,20,3,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1478,20,4,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1479,20,3,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1480,19,2,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1481,18,2,32,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1482,19,2,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1483,19,2,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1484,18,2,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1485,18,2,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1486,18,2,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1487,20,2,32,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1488,18,3,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1489,19,2,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1490,19,3,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1491,20,2,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1492,20,4,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1493,18,3,31,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1494,18,4,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1495,20,3,32,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1496,18,3,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1497,20,2,30,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1498,20,3,28,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
No1499,18,3,29,Yes,Reddish-Brown,Yes,Yes,No,Not ready for inoculation. Tree is not matured enough
